id,name,artist_id,monthly_listeners,album_id
4596,Couple campaign,268,390913,336
4597,Suggest instead,37,1992367,703
4598,Poor field,74,1376330,298
4599,Capital explain,73,1117698,832
4600,Always everyone force,308,331328,182
4601,Development fly consumer,199,434297,334
4602,Several play,130,215709,511
4603,Admit cost wrong,246,963816,383
4604,Skin determine carry,312,612516,717
4605,Pick ability long,60,860375,873
4606,Letter level piece,279,1001294,199
4607,Discuss on,103,1654634,332
4608,Sit off,296,1102302,165
4609,Benefit,320,1465003,242
4610,Whom theory assume,487,947984,900
4611,Find base travel,341,1883788,642
4612,Provide whole maintain,151,189210,227
4613,Treat,157,746742,634
4614,Training might,206,1354223,556
4615,Democratic director,474,1893901,451
4616,Skill respond,179,178265,196
4617,Once above sometimes,197,1818938,870
4618,Executive seem least air,223,1570335,204
4619,Agreement compare,89,848790,979
4620,Deal yourself maybe ahead,287,1130433,458
4621,Personal over know,434,1432177,830
4622,Arrive painting,276,940621,257
4623,Ever why manager,236,1308981,529
4624,Act writer,183,191128,272
4625,She wish cover,209,1691792,9
4626,Decade star nearly,493,1632570,761
4627,Training not value,130,1976556,949
4628,Recent fly protect,153,1394526,201
4629,Foot guy key,13,580294,59
4630,Full trip race available,122,1661102,887
4631,Old,359,249018,393
4632,Go although,220,1512710,652
4633,Professional evidence,106,1768091,119
4634,Act,375,985825,553
4635,Stage,70,833230,399
4636,Speak throughout call,195,1126847,834
4637,Culture wife,186,817609,331
4638,Teach type everybody,99,1539040,267
4639,School,82,391166,520
4640,Voice leave,75,516631,695
4641,Cost service,374,1966164,480
4642,Spring care,340,1393935,134
4643,Quality road simply less,192,1092589,693
4644,Peace voice notice,325,1656464,916
4645,Collection report even,467,1407819,935
4646,Method create,214,1365170,355
4647,News keep,315,1490720,584
4648,Affect generation skin,444,385784,498
4649,Student second civil any,467,879835,625
4650,Business who,382,439598,107
4651,Boy girl,367,624578,290
4652,Agent live score,318,1265686,825
4653,Trade choose game,144,1181408,629
4654,Simple approach threat,384,1073718,632
4655,Relate through,216,373333,147
4656,Suddenly specific up,361,894964,327
4657,Physical recognize who,324,935794,415
4658,Not sit,15,989539,210
4659,Collection than receive,217,132436,296
4660,Though off,492,844353,398
4661,Up,439,282941,103
4662,Night trade school,35,1286979,636
4663,Must I,183,1606399,757
4664,Teacher room TV hear,270,309444,508
4665,Many single buy,433,1883184,891
4666,Those hit should,467,17105,868
4667,Possible do,358,664299,209
4668,Military anyone,100,604760,933
4669,Affect able happy capital,7,698389,428
4670,Security morning everything,30,1720799,393
4671,Time standard,467,79097,826
4672,Power newspaper pull,305,262674,916
4673,Again would,473,142519,109
4674,Of modern report,144,1670024,889
4675,Class husband exist,111,47940,348
4676,Enjoy TV often,232,734307,50
4677,Image institution professor,179,86001,916
4678,Meet change feel,72,1808688,105
4679,Goal some show,210,1724578,420
4680,American business book,220,753158,373
4681,Recent green want,80,752259,27
4682,Himself from better get,500,1248291,968
4683,Read medical worker,83,1057504,800
4684,Agent box,42,1621866,769
4685,Never despite,273,347997,273
4686,Rich huge,191,639902,649
4687,Guy seem tell,173,118517,340
4688,Beyond first father,461,1205665,301
4689,Water he red,7,1128640,480
4690,Remember talk,155,1955702,834
4691,Treat off none ready,10,1456105,544
4692,Impact door,34,395775,557
4693,Why cultural,36,1100469,265
4694,Range though,409,1326887,542
4695,Born serious traditional,6,563886,596
4696,Bad anyone find,408,1188171,166
4697,Weight discussion,402,837209,316
4698,Brother huge institution anything,215,422655,1
4699,Position apply live,134,1428098,761
4700,Respond business list,285,1130636,261
4701,Dinner class center,126,800717,63
4702,Administration full large,409,1453765,483
4703,Group career buy,439,386114,676
4704,Boy foot,337,547982,321
4705,Build,174,922806,846
4706,Size huge eye tend,152,1310977,201
4707,Some do create,331,772136,222
4708,Probably tree event,26,1727327,152
4709,Talk protect,383,792043,644
4710,Pass performance,115,1583236,626
4711,Where trade rich,382,1204960,462
4712,Admit time nearly,482,1194728,217
4713,Out career,284,868050,196
4714,Marriage generation computer,387,638233,793
4715,Concern remember become,75,895829,202
4716,Firm buy collection,166,621501,995
4717,Economic hair democratic week,189,21874,647
4718,Pressure list,78,1505329,234
4719,Garden tax,435,1778850,141
4720,Trouble idea,90,395813,708
4721,Improve throw,176,536888,498
4722,Hospital allow student,21,922251,555
4723,Nice sport,54,866847,57
4724,Level thing there,184,1822294,932
4725,Personal experience present,359,472769,504
4726,Lose market,222,681175,142
4727,Window happen,315,740860,722
4728,Serious if,328,619636,584
4729,Everyone statement,179,106736,736
4730,Score,276,1860722,539
4731,Tv,112,413106,640
4732,Exist teach,224,456040,106
4733,Strong staff mother,214,136797,165
4734,Much agree future,59,437421,215
4735,Party travel,327,1725620,71
4736,Who here,393,486077,716
4737,Sing network,109,976415,665
4738,Citizen,385,1016582,579
4739,Chair address new,157,636861,90
4740,Officer administration,191,276236,772
4741,Various consider,200,359062,874
4742,Service size population,312,958274,228
4743,Brother,196,26457,79
4744,Region,35,859099,608
4745,Quality choose,379,1402471,349
4746,Democratic radio try particularly,387,63894,842
4747,Design property raise,246,586593,981
4748,Window anything about,237,1717548,894
4749,Government,104,759201,246
4750,Still third,7,210699,272
4751,Involve dinner,283,1019143,403
4752,Improve moment,1,1888145,669
4753,Stock thousand finish,219,1559,116
4754,Stage day marriage,464,1902257,435
4755,Scientist watch play,230,38361,530
4756,Under institution be,455,868152,442
4757,Raise whom development,172,802693,172
4758,Clearly cold,87,1856380,16
4759,Property central still,41,1367075,961
4760,Industry sing this,123,1802612,752
4761,Behind board,331,361704,898
4762,Office capital push,298,1762856,56
4763,Spend,373,244950,591
4764,Occur risk no,417,1475336,103
4765,Similar,178,1037,284
4766,Night now place,63,699392,705
4767,Newspaper measure,484,1521025,517
4768,People wrong nature pretty,165,304564,618
4769,Authority statement,489,1557026,278
4770,Collection prepare,187,622531,885
4771,Itself Republican main,383,654668,612
4772,Bring cut week,209,1308006,750
4773,Beyond phone while,227,559888,269
4774,Ten believe,432,704645,833
4775,Former score,389,718368,400
4776,Program watch whole,48,1925528,503
4777,Spend trouble,224,1841175,86
4778,Level lawyer should,3,1306927,320
4779,Kid,372,525720,32
4780,Hard blood wind,175,786838,336
4781,Piece second,446,594975,51
4782,Perform show life,99,769576,79
4783,Parent speak thousand,116,859379,698
4784,Weight,270,883756,174
4785,Improve article,447,1886911,948
4786,Seven fund room,368,1534951,618
4787,Agree plant,253,186221,501
4788,Back right,317,744000,575
4789,Life career,415,1237416,76
4790,Describe or,95,454400,316
4791,Couple,273,853224,833
4792,Least American,380,296583,373
4793,Such scene local,24,1213905,81
4794,Strong,116,1023697,873
4795,Card explain challenge,151,1225322,640
4796,Notice but,338,1362968,695
4797,Gun establish,50,1526394,755
4798,Beyond long everything,206,701731,697
4799,Detail which,498,1803218,732
4800,Writer commercial business,335,1510788,71
4801,Vote live help,79,1742233,969
4802,Between threat,70,972777,854
4803,Put you,27,1504048,666
4804,Minute pattern as wind,271,560031,757
4805,Last political,50,200824,652
4806,Seem,292,605091,71
4807,Next once,247,1911125,46
4808,Mother herself,264,1250699,47
4809,Republican enough,79,23076,591
4810,Different true realize,387,242424,422
4811,Future indicate wrong,190,207384,149
4812,Check here leader,47,251699,910
4813,Dog leave necessary commercial,461,874915,130
4814,One accept,361,659323,456
4815,White sister,354,1430937,639
4816,Bank huge half agree,472,145938,877
4817,Identify common relate reach,488,891936,631
4818,Sport point effect,352,164377,966
4819,Fill gun seven,189,980907,997
4820,Drive travel play,416,214968,869
4821,Word parent and,256,1941657,505
4822,Throughout enjoy,222,389388,929
4823,Article education fast blood,372,295957,774
4824,Add skin deal,241,1902737,244
4825,That past amount,269,979190,474
4826,Behind,1,791944,382
4827,Edge process consider establish,34,251703,103
4828,Behavior computer type,446,1465458,489
4829,Care notice effect,79,1197278,37
4830,Course field,236,118907,654
4831,Who difficult,334,206591,549
4832,Who sign,377,394852,520
4833,Firm,349,1970855,743
4834,Family,98,986461,333
4835,News voice,82,1638455,397
4836,Suddenly civil she,455,524869,296
4837,Hope west,477,1259209,107
4838,Across,415,1517608,860
4839,State front,192,1807423,954
4840,Property later candidate,253,798783,530
4841,Around everything,409,1951408,825
4842,Have career,38,1694397,83
4843,Friend especially,14,628915,934
4844,Staff,392,1497976,288
4845,Hundred your develop,347,1177957,982
4846,Foreign happy system,310,1816128,706
4847,Attention song,386,1407427,461
4848,Thought protect sense,209,987684,215
4849,Firm level,357,1393398,281
4850,Seem ten,462,598597,732
4851,Move amount,89,1798938,954
4852,Almost,56,1846786,459
4853,Officer trade,94,668861,801
4854,Usually already road,93,900145,344
4855,Over morning such,340,1969188,194
4856,Similar analysis break,85,1537697,158
4857,Gas,445,37382,465
4858,Worry customer,245,747714,104
4859,Entire suddenly,22,863219,34
4860,Less,291,1072917,102
4861,Better coach,485,1719303,639
4862,Have forward,272,1955975,726
4863,Answer action memory,306,1275856,325
4864,Race these,122,1704930,944
4865,Part market,128,1250516,808
4866,Usually chance,113,406218,691
4867,Sit deal week real,427,1833116,592
4868,All method,273,611108,141
4869,Himself open point,336,1109525,474
4870,Win hold,442,409916,31
4871,Such,130,735665,884
4872,Current test,132,1636407,935
4873,Itself generation,85,1996398,63
4874,House sometimes manager,423,484075,560
4875,Dinner,482,1863618,87
4876,People again,350,991003,304
4877,At this,390,1835742,61
4878,Think even,81,513472,396
4879,Wall produce,487,1778310,334
4880,Professor of,473,328370,952
4881,Campaign charge magazine election,325,832599,786
4882,Trip these,69,1258427,411
4883,Fast nothing five,148,1208587,284
4884,Research leg,448,455581,466
4885,Never leader,16,68381,80
4886,Enough page,307,834142,692
4887,Computer first,105,279910,784
4888,Good,165,103416,77
4889,Officer miss,488,1586644,954
4890,Ready Republican,201,1098034,733
4891,Note cultural magazine,197,843653,905
4892,We stay,426,1561290,794
4893,Foot recent amount,185,1551184,540
4894,Red with,322,1837517,361
4895,Suddenly else power,265,352637,77
4896,Season,363,1029212,509
4897,Change discover,100,428562,164
4898,Enough every,342,904282,9
4899,Whole before something low,320,178946,175
4900,Operation,214,944652,462
4901,During source watch,278,1081109,307
4902,Statement teacher water training,162,895576,588
4903,Instead paper discuss,439,1434122,245
4904,Treatment make music,157,865899,122
4905,Seven building season,422,264503,185
4906,Network prevent,251,120119,32
4907,Create star,366,222140,998
4908,Power American down,97,1332064,963
4909,Same entire,18,905931,762
4910,Late concern who,327,332922,569
4911,Issue decide,449,283745,310
4912,Soon him,383,1295416,372
4913,Theory would speech,97,1986196,656
4914,Local natural company upon,1,1761921,830
4915,Detail American fight,216,1412733,596
4916,Should raise,132,1822046,992
4917,Watch decision special end,260,1561121,56
4918,Drug send to,125,1342502,791
4919,Soon performance,82,1684959,273
4920,Bank,283,444035,464
4921,Explain to,171,1002920,678
4922,Tv before parent,59,360267,456
4923,Hope beat top act,32,1880466,979
4924,Land language trial,161,911657,670
4925,Avoid personal full,284,664440,249
4926,Mouth town number,106,1007247,698
4927,Play take know,105,690317,994
4928,Art heart note career,439,1456700,78
4929,Stage mind green,228,359332,534
4930,Company final occur,188,752240,108
4931,Later employee water,70,122292,273
4932,Out,318,91570,764
4933,Organization already knowledge,464,485540,15
4934,Kitchen business chance,290,996791,370
4935,Prepare from,87,124791,304
4936,Phone five,370,965986,672
4937,Up economic,362,1542121,205
4938,Defense series partner,472,516689,981
4939,Pull kid throw,56,1961299,113
4940,Most church specific,113,885807,680
4941,Among southern,13,1612178,865
4942,Simple whether,440,757349,253
4943,Take out standard,18,731281,441
4944,Business card others,182,1526560,186
4945,Professor budget expect,461,1420600,859
4946,Natural especially,113,363470,227
4947,If series stock,229,147903,528
4948,Drop,171,1957034,668
4949,Material address another,295,1987205,354
4950,Court center stop,189,1898459,623
4951,Color line throughout,426,46708,1
4952,Doctor back garden,465,1853690,553
4953,Ability,79,1414126,560
4954,Hotel what factor travel,146,1525616,927
4955,Central leg,407,1216442,420
4956,Hear wide media,182,1371092,620
4957,Here to become project,499,1613341,161
4958,Culture sing,286,484157,161
4959,International woman Congress,250,1219385,871
4960,Able improve,354,134692,128
4961,Manage use power,314,495166,722
4962,Ask beyond test,196,759529,151
4963,Agreement image,323,1826969,444
4964,Citizen eight business,71,1215705,767
4965,Travel thousand any,248,958642,471
4966,Draw,146,735750,463
4967,Interview fly,106,54024,730
4968,Language nor,263,1452469,30
4969,Citizen,296,1224759,473
4970,Most professor,70,1204722,557
4971,Fire,470,543112,80
4972,Test task,193,1967845,39
4973,Though mind,68,519534,240
4974,Very hear,494,1933159,557
4975,Affect color,305,49926,590
4976,Manager quite American,52,1217508,337
4977,Street represent,370,276119,908
4978,That interview science,363,862309,861
4979,Away three hospital,285,1798613,800
4980,Thus individual analysis born,405,1913878,952
4981,Trial follow,474,1819317,280
4982,Else significant more,334,1655235,116
4983,Than,9,682908,269
4984,Including much expert,251,364114,916
4985,Claim trade quickly,431,484791,335
4986,Have person,332,1671930,312
4987,Send agree,298,695096,53
4988,Government movie,435,62562,68
4989,Seem measure,184,1352129,694
4990,According necessary memory,179,797266,34
4991,Once fish financial drug,198,1676056,796
4992,Difficult sport,128,526128,818
4993,Particular several finally,20,735769,386
4994,Yard American tell affect,472,32568,249
